,t_class,d_class
437,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
438,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
439,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
440,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
441,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
442,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
443,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
444,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
445,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
446,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
447,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
448,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
449,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
450,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
451,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
452,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
453,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
454,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
455,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
456,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
457,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
458,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
459,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
460,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
461,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
462,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
463,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
464,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
465,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
466,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
467,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
468,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
469,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
470,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
471,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
472,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
473,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
474,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
475,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
476,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
477,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
478,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
479,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
480,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
481,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
482,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
483,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
484,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
485,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
486,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
487,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
488,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
489,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
490,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
491,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
492,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
493,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
494,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
495,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
496,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
497,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
498,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
499,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
500,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
501,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
502,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
503,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
504,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
505,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
506,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
507,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
508,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
509,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
510,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
511,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
512,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
513,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
514,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
515,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
516,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
517,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
518,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
519,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
520,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
521,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
522,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
523,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
524,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
525,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
526,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
527,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
528,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
529,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
530,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
531,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
532,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
533,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
534,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
535,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
536,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
537,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
538,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
539,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
540,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
541,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
542,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
543,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
544,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
545,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
546,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
547,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
548,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
549,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
550,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
551,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
552,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
553,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
554,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
555,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
556,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
557,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
558,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
559,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
560,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
561,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
562,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
563,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
564,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
565,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
566,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
567,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
568,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
569,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
570,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
571,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
572,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
573,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
574,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
575,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
576,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
577,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
578,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
579,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
580,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
581,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
582,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
583,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
584,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
585,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
586,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
587,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
588,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
589,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
590,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
591,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
592,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
593,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
594,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
595,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
596,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
597,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
598,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
599,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
600,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
601,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
602,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
603,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
604,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
605,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
606,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
607,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
608,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
609,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
610,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
611,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
612,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
613,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
614,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
615,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
616,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
617,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
618,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
619,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
620,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
621,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
622,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
623,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
624,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
625,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
626,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
627,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
628,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
629,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
630,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
631,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
632,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
633,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
634,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
635,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
636,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
637,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
638,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
639,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
640,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
641,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
642,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
643,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
644,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
645,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
646,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
647,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
648,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
649,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
650,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
651,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
652,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
653,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
654,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
655,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
656,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
657,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
658,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
659,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
660,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
661,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
662,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
663,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
664,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
665,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
666,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
667,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
668,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
669,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
670,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
671,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
672,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
673,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
674,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
675,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
676,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
677,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
678,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
679,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
680,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
681,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
682,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
683,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
684,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
685,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
686,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
687,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
688,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
689,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
690,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
691,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
692,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
693,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
694,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
695,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
696,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
697,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
698,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
699,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
700,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
701,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
702,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
703,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
704,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
705,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
706,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
707,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
708,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
709,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
710,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
711,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
712,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
713,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
714,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
715,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
716,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
717,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
718,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
719,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
720,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
721,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
722,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
723,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
724,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
725,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
726,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
727,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
728,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
729,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
730,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
731,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
732,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
733,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
734,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
735,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
736,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
737,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
738,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
739,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
740,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
741,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
742,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
743,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
744,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
745,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
746,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
747,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
748,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
749,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
750,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
751,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
752,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
753,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
754,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
755,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
756,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
757,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
758,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
759,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
760,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
761,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
762,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
763,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
764,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
765,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
766,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
767,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
768,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
769,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
770,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
771,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
772,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
773,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
774,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
775,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
776,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
777,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
778,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
779,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
780,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
781,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
782,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
783,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
784,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
785,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
786,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
787,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
788,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
789,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
790,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
791,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
792,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
793,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
794,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
795,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
796,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
797,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
798,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
799,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
800,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
801,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
802,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
803,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
804,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
805,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
806,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
807,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
808,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
809,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
810,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
811,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
812,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
813,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
814,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
815,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
816,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
817,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
818,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
819,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
820,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
821,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
822,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
823,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
824,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
825,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
826,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
827,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
828,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
829,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
830,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
831,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
832,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
833,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
834,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
835,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
836,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
837,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
838,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
839,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
840,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
841,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
842,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
843,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
844,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
845,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
846,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
847,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
848,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
849,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
850,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
851,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
852,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
853,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
854,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
855,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
856,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
857,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
858,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
859,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
860,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
861,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
862,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
863,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
864,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
865,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
866,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
867,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
868,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
869,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
870,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
871,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
872,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
873,"(array([-1]), array([-1]))","(array([-1]), array([-1]))"
